iter	RMSE
507	0.04556215387
508	0.04549068945
509	0.04539698924
510	0.04534546196
511	0.04525176043
512	0.04519391801
513	0.04510928054
514	0.0450151374
515	0.04492933799
516	0.04482583222
517	0.04476938085
518	0.04468403551
519	0.04460065758
520	0.04453150648
521	0.0444373626
522	0.04435327212
523	0.04428188963
524	0.04423382582
525	0.04412760539
526	0.04400362608
527	0.04390529073
528	0.04383967917
529	0.04372066539
530	0.04362374854
531	0.04350385765
532	0.043406497
533	0.04332730976
534	0.04324280161
535	0.04317214173
536	0.04309264369
537	0.04301971423
538	0.04293372429
539	0.04284466507
540	0.04276790317
541	0.04265650081
542	0.04257458111
543	0.04251576804
544	0.04243722512
545	0.04236363271
546	0.04228267418
547	0.04222058545
548	0.04214096969
549	0.04208056528
550	0.04200501983
551	0.04190644293
552	0.04182420436
553	0.04173469882
554	0.04162731149
555	0.04153879951
556	0.0414744243
557	0.04140817141
558	0.0413094578
559	0.04121072331
560	0.04114331742
561	0.04103928779
562	0.04094521562
563	0.04083820344
564	0.04073714933
565	0.04063720247
566	0.04054124071
567	0.04047937253
568	0.04038849475
569	0.04032800211
570	0.04024577676
571	0.04015496467
572	0.04009295675
573	0.04003005385
574	0.03998058136
575	0.0399009931
576	0.03983553136
577	0.03975774987
578	0.03967956544
579	0.03958779237
580	0.03953570366
581	0.03947375976
582	0.03942303924
583	0.03936010433
584	0.03931303993
585	0.03926268151
586	0.03919679121
587	0.03914971523
588	0.0390916787
589	0.0390158045
590	0.03892918947
591	0.03885976083
592	0.03878790238
593	0.03871839792
594	0.03867108004
595	0.03861039659
596	0.03852128994
597	0.03847425169
598	0.03841539309
599	0.03836519622
600	0.03827697091
601	0.03820540794
602	0.03813677134
603	0.03808565902
604	0.03801886283
605	0.03794157211
606	0.03785810454
607	0.0378088551
608	0.03775357104
609	0.0376674848
610	0.03761804129
611	0.03755099075
612	0.03750891233
613	0.037441868
614	0.03739868635
615	0.03733260946
616	0.03726756835
617	0.03721804351
618	0.03715438848
619	0.03710344368
620	0.03704163567
621	0.03699471882
622	0.03692415978
623	0.0368760828
624	0.0368112293
625	0.03677309578
626	0.0367428186
627	0.03669165299
628	0.03665800085
629	0.03660232664
630	0.03653437996
631	0.03648899222
632	0.03642621685
633	0.0363809903
634	0.03630845025
635	0.03625607497
636	0.03619707561
637	0.03612264289
638	0.03606728156
639	0.03602003462
640	0.03595596725
641	0.03589443163
642	0.03582073947
